country,province,top_ten,style,color,sweetness,points,price,count
Italy,Lombardy,False,Sparkling,White,Bone-Dry,88,45,1
New Zealand,Marlborough,False,Varietal,Red,Bone-Dry,92,55,2
United States of America,California,True,Varietal,Red,Sweet,85,26,5
Italy,Tuscany,True,Varietal,Red,Sweet,86,94,1
United States of America,Virginia,False,Blend,Red,Bone-Dry,83,18,1
United States of America,California,True,Varietal,Red,Bone-Dry,86,55,17
Chile,Maule Valley,False,Blend,Red,Bone-Dry,90,27,2
France,France Other,False,Varietal,White,Bone-Dry,84,16,1
Italy,Veneto,False,Blend,Red,Bone-Dry,88,17,3
Portugal,Douro,False,Sparkling,Red,Dry,84,19,1
Italy,Northeastern Italy,False,Blend,Rosé,Bone-Dry,84,10,1
United States of America,Washington,True,Varietal,Red,Bone-Dry,91,68,2
United States of America,California,True,Blend,White,Sweet,85,14,1
France,Rhône Valley,False,Varietal,Rosé,Bone-Dry,88,11,1
Argentina,Mendoza Province,True,Varietal,Red,Bone-Dry,93,140,2
Italy,Sicily & Sardinia,False,Blend,Red,Bone-Dry,86,26,1
Italy,Sicily & Sardinia,False,Varietal,,Sweet,87,26,1
United States of America,Washington,True,Varietal,Rosé,Bone-Dry,90,18,2
Argentina,Mendoza Province,True,Varietal,Red,Bone-Dry,88,11,6
New Zealand,Central Otago,False,Blend,Red,Bone-Dry,89,25,1
New Zealand,Waipara Valley,False,Varietal,Red,Bone-Dry,91,40,1
France,Loire Valley,False,Blend,White,Dry,90,24,1
Italy,Central Italy,False,Varietal,White,Bone-Dry,90,25,2
Portugal,Vinho Verde,False,Varietal,White,Sweet,84,8,3
Austria,Burgenland,False,Varietal,Red,Bone-Dry,94,128,1
United States of America,California,True,Blend,,Bone-Dry,91,50,3
United States of America,California,True,Sparkling,Rosé,Bone-Dry,91,35,1
Germany,Mosel,False,Varietal,White,Dry,91,56,1
France,Loire Valley,False,Blend,White,Off-Dry,90,15,1
United States of America,Washington,True,Varietal,White,Bone-Dry,89,13,6
United States of America,California,True,Varietal,,Sweet,84,13,2
Australia,South Australia,False,Varietal,White,Bone-Dry,91,66,1
Portugal,Douro,False,Varietal,Red,Dry,87,24,1
South Africa,Western Cape,False,Varietal,,Sweet,87,13,1
Chile,Aconcagua Costa,False,Varietal,White,Bone-Dry,89,95,1
Chile,Maule Valley,False,Varietal,Red,Bone-Dry,85,25,1
Austria,Carnuntum,False,Varietal,White,Dry,90,13,2
Chile,Apalta,False,Varietal,White,Bone-Dry,84,11,1
Italy,Southern Italy,False,Varietal,Red,Bone-Dry,91,25,1
United States of America,Oregon,True,Varietal,White,Bone-Dry,91,16,5
United States of America,California,True,Blend,Red,Dry,93,100,2
Germany,Franken,False,Varietal,White,Bone-Dry,86,18,1
Italy,Sicily & Sardinia,False,Varietal,,Bone-Dry,89,48,1
France,Southwest France,False,Varietal,Red,Dry,90,19,1
Italy,Southern Italy,False,Varietal,Red,Bone-Dry,87,20,5
United States of America,California,True,Varietal,White,Bone-Dry,96,58,1
Italy,Piedmont,True,Varietal,,Bone-Dry,92,17,1
France,Alsace,False,Varietal,,Sweet,88,35,1
United States of America,New York,True,Varietal,White,Dry,86,19,2
Germany,Rheinhessen,False,Varietal,White,Bone-Dry,88,15,1
Argentina,Other,False,Varietal,Red,Bone-Dry,88,30,2
Italy,Tuscany,True,Varietal,Red,Bone-Dry,86,23,3
France,Burgundy,True,Blend,Red,Bone-Dry,86,32,1
Italy,Southern Italy,False,Blend,Red,Bone-Dry,87,12,2
Italy,Central Italy,False,Blend,Red,Bone-Dry,85,17,2
Spain,Northern Spain,True,Blend,Red,Bone-Dry,94,65,1
Spain,Catalonia,False,Sparkling,Rosé,Dry,87,17,1
United States of America,California,True,Varietal,White,Bone-Dry,94,60,14
Italy,Central Italy,False,Varietal,,Sweet,88,18,1
United States of America,California,True,Varietal,White,Bone-Dry,94,46,1
United States of America,California,True,Varietal,Red,Dry,85,41,1
Portugal,Port,False,Varietal,Red,Bone-Dry,85,18,2
United States of America,Washington,True,Varietal,Red,Bone-Dry,88,52,1
France,France Other,False,Blend,Rosé,Bone-Dry,86,13,3
United States of America,California,True,Varietal,Red,Sweet,85,69,1
Italy,Northeastern Italy,False,Blend,Red,Bone-Dry,88,17,1
Argentina,Mendoza Province,True,Varietal,Red,Bone-Dry,91,20,5
United States of America,Washington,True,Varietal,Rosé,Bone-Dry,90,22,1
Italy,Sicily & Sardinia,False,Varietal,White,Sweet,88,32,1
Germany,Baden,False,Varietal,White,Dry,90,25,1
Australia,Tasmania,False,Varietal,Red,Bone-Dry,89,29,1
Spain,Catalonia,False,Blend,Red,Bone-Dry,87,11,1
Austria,Wiener Gemischter Satz,False,Blend,White,Bone-Dry,93,55,1
United States of America,California,True,Varietal,Red,Sweet,88,33,2
France,Burgundy,True,Varietal,Red,Bone-Dry,93,180,1
France,Alsace,False,Varietal,White,Bone-Dry,85,20,2
France,Champagne,False,Sparkling,White,Dry,92,100,5
South Africa,Stellenbosch,False,Blend,Red,Bone-Dry,95,330,1
United States of America,California,True,Blend,Red,Bone-Dry,92,32,4
France,Alsace,False,Varietal,White,Sweet,92,94,1
Italy,Northeastern Italy,False,Sparkling,Rosé,Dry,89,14,1
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,91,21,2
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,90,75,1
United States of America,California,True,Varietal,White,Sweet,88,35,4
Spain,Northern Spain,True,Blend,Red,Bone-Dry,89,48,1
Spain,Northern Spain,True,Varietal,White,Bone-Dry,83,11,3
Chile,Curicó Valley,False,Varietal,White,Dry,83,12,1
France,Bordeaux,True,Blend,Red,Bone-Dry,81,13,1
Chile,Central Valley,False,Varietal,White,Bone-Dry,80,8,1
United States of America,California,True,Varietal,,Sweet,91,16,1
United States of America,Oregon,True,Blend,Red,Bone-Dry,89,32,1
United States of America,California,True,Varietal,White,Dry,89,25,7
Italy,Sicily & Sardinia,False,Varietal,White,Bone-Dry,88,29,1
France,Southwest France,False,Varietal,,Bone-Dry,93,19,1
France,Bordeaux,True,Blend,Red,Dry,87,14,6
France,Burgundy,True,Varietal,White,Bone-Dry,90,35,11
Austria,Kamptal,False,Varietal,White,Bone-Dry,91,24,2
United States of America,California,True,Sparkling,White,Sweet,88,31,1
Italy,Piedmont,True,Varietal,Red,Bone-Dry,96,149,1
United States of America,California,True,Blend,Red,Bone-Dry,92,110,2
South Africa,Stellenbosch,False,Blend,Red,Bone-Dry,94,60,1
Italy,Southern Italy,False,Varietal,,Bone-Dry,82,10,1
Italy,Northeastern Italy,False,Blend,White,Bone-Dry,91,23,1
Chile,Maipo Valley,False,Blend,Red,Bone-Dry,88,26,2
Australia,South Australia,False,Varietal,Red,Bone-Dry,89,31,3
United States of America,California,True,Varietal,White,Bone-Dry,90,66,2
France,Bordeaux,True,Blend,White,Bone-Dry,96,111,1
United States of America,California,True,Varietal,Red,Dry,82,25,2
Italy,Tuscany,True,Varietal,Red,Sweet,93,48,1
United States of America,California,True,Blend,,Bone-Dry,90,14,1
United States of America,California,True,Blend,Red,Very Sweet,84,7,1
Italy,Veneto,False,Varietal,Red,Bone-Dry,84,18,2
United States of America,Idaho,False,Varietal,White,Off-Dry,88,6,1
United States of America,New York,True,Varietal,,Bone-Dry,91,32,1
United States of America,Virginia,False,Blend,Red,Bone-Dry,86,36,1
United States of America,Washington,True,Blend,Red,Bone-Dry,84,29,2
United States of America,California,True,Blend,Red,Sweet,82,32,2
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,93,21,1
Germany,Württemberg,False,Varietal,,Bone-Dry,89,36,1
Spain,Catalonia,False,Blend,Red,Dry,91,46,1
Portugal,Tejo,False,Varietal,Rosé,Dry,83,10,1
France,Burgundy,True,Varietal,Red,Bone-Dry,88,120,1
United States of America,California,True,Varietal,Red,Dry,91,76,1
United States of America,New York,True,Blend,Red,Bone-Dry,84,60,1
Portugal,Minho,False,Varietal,,Bone-Dry,91,25,1
Italy,Tuscany,True,Varietal,Red,Bone-Dry,88,35,13
United States of America,Oregon,True,Blend,White,Bone-Dry,91,20,1
France,Rhône Valley,False,Varietal,Rosé,Bone-Dry,84,11,1
Spain,Central Spain,False,Varietal,Red,Bone-Dry,81,10,3
Germany,Rheingau,False,Varietal,White,Dry,88,58,1
Canada,British Columbia,False,Varietal,White,Bone-Dry,93,30,1
Austria,Kamptal,False,Varietal,White,Bone-Dry,92,30,1
Italy,Tuscany,True,Blend,Red,Bone-Dry,92,40,9
Portugal,Tejo,False,Varietal,Red,Bone-Dry,91,36,1
Germany,Mosel,False,Varietal,White,Sweet,94,42,3
United States of America,New York,True,Varietal,Red,Bone-Dry,93,44,1
Italy,Piedmont,True,Varietal,Red,Bone-Dry,85,16,2
United States of America,California,True,Varietal,White,Bone-Dry,92,76,2
Argentina,Mendoza Province,True,Varietal,Red,Dry,91,95,1
United States of America,Oregon,True,Varietal,White,Sweet,91,25,1
Italy,Central Italy,False,Varietal,White,Bone-Dry,90,20,2
United States of America,California,True,Varietal,Red,Bone-Dry,94,95,12
United States of America,California,True,Blend,White,Bone-Dry,91,34,1
Italy,Northeastern Italy,False,Varietal,,Bone-Dry,90,36,1
Italy,Sicily & Sardinia,False,Blend,Red,Bone-Dry,95,40,1
Portugal,Vinho Espumante de Qualidade,False,Sparkling,Red,Dry,85,18,1
Spain,Levante,False,Varietal,,Bone-Dry,85,15,2
Portugal,Alentejano,False,Varietal,Red,Bone-Dry,92,23,1
Portugal,Douro,False,Varietal,Red,Bone-Dry,85,9,3
Portugal,Vinho Verde,False,Varietal,White,Off-Dry,83,10,2
United States of America,California,True,Varietal,Red,Sweet,93,44,2
United States of America,Oregon,True,Varietal,Rosé,Bone-Dry,88,15,1
France,Alsace,False,Varietal,White,Off-Dry,90,38,1
United States of America,California,True,Sparkling,Rosé,Dry,92,42,1
Spain,Northern Spain,True,Varietal,,Bone-Dry,89,33,1
France,Rhône Valley,False,Blend,Red,Bone-Dry,88,17,1
France,Provence,False,Blend,White,Bone-Dry,88,23,2
Italy,Piedmont,True,Varietal,,Bone-Dry,85,12,1
Spain,Northern Spain,True,Blend,White,Bone-Dry,89,25,2
France,Bordeaux,True,Blend,Red,Bone-Dry,85,23,1
Austria,Kremstal,False,Varietal,White,Bone-Dry,89,22,2
Chile,Curicó Valley,False,Varietal,Red,Dry,90,25,1
Chile,Casablanca Valley,False,Varietal,Red,Dry,84,28,1
United States of America,New York,True,Varietal,White,Bone-Dry,89,25,3
France,Champagne,False,Sparkling,White,Bone-Dry,88,75,1
South Africa,Walker Bay,False,Varietal,Red,Bone-Dry,88,40,1
France,Burgundy,True,Varietal,White,Bone-Dry,94,110,1
Argentina,Mendoza Province,True,Varietal,White,Sweet,85,19,1
France,France Other,False,Varietal,,Sweet,86,11,1
United States of America,California,True,Varietal,Red,Dry,93,75,8
Italy,Southern Italy,False,Varietal,,Bone-Dry,87,14,4
France,Burgundy,True,Varietal,Red,Bone-Dry,94,42,1
Spain,Northern Spain,True,Varietal,,Dry,85,17,1
Portugal,Tejo,False,Varietal,White,Very Sweet,90,15,1
France,Languedoc-Roussillon,False,Varietal,Rosé,Bone-Dry,90,15,1
France,Bordeaux,True,Blend,Red,Dry,90,40,3
United States of America,Washington,True,Varietal,Red,Bone-Dry,88,58,2
France,Alsace,False,Varietal,White,Bone-Dry,93,41,1
United States of America,Oregon,True,Blend,Red,Dry,86,21,1
France,Bordeaux,True,Blend,White,Dry,89,37,1
Austria,Wiener Gemischter Satz,False,Blend,White,Bone-Dry,92,45,1
United States of America,California,True,Varietal,Red,Bone-Dry,89,69,1
France,Burgundy,True,Varietal,Red,Sweet,90,82,1
United States of America,Oregon,True,Varietal,Red,Bone-Dry,94,32,1
United States of America,Washington,True,Blend,Red,Bone-Dry,92,18,1
Spain,Northern Spain,True,Blend,Red,Dry,89,16,1
United States of America,Washington,True,Blend,White,Sweet,89,24,1
United States of America,Oregon,True,Blend,Red,Dry,84,28,1
Italy,Tuscany,True,Varietal,Red,Bone-Dry,89,65,12
United States of America,Washington,True,Blend,Red,Sweet,90,28,1
Australia,Western Australia,False,Varietal,White,Bone-Dry,89,20,1
France,Alsace,False,Sparkling,Rosé,Off-Dry,92,30,1
Portugal,Douro,False,Varietal,White,Very Sweet,90,30,3
South Africa,Stellenbosch,False,Varietal,Red,Sweet,85,18,1
Italy,Veneto,False,Sparkling,White,Dry,87,13,3
Spain,Catalonia,False,Sparkling,White,Off-Dry,83,13,1
United States of America,California,True,Varietal,Red,Bone-Dry,86,75,9
New Zealand,Marlborough,False,Varietal,Red,Bone-Dry,88,40,1
France,Bordeaux,True,Blend,Red,Bone-Dry,81,16,1
France,Alsace,False,Varietal,Rosé,Dry,84,20,2
Austria,Wachau,False,Varietal,White,Dry,92,80,1
Spain,Northern Spain,True,Varietal,,Bone-Dry,88,45,1
Australia,South Australia,False,Varietal,White,Bone-Dry,89,12,1
United States of America,New York,True,Blend,Red,Bone-Dry,90,30,2
Germany,Mosel-Saar-Ruwer,False,Varietal,White,Off-Dry,88,16,1
New Zealand,Marlborough,False,Varietal,Red,Bone-Dry,87,33,1
Chile,Leyda Valley,False,Varietal,White,Bone-Dry,87,23,1
Chile,Colchagua Valley,False,Varietal,Rosé,Bone-Dry,86,13,1
Chile,Maipo Valley,False,Varietal,Red,Sweet,89,20,1
France,Southwest France,False,Blend,Red,Bone-Dry,85,10,2
Spain,Andalucia,False,Varietal,,Bone-Dry,85,35,1
Austria,Niederösterreich,False,Varietal,,Bone-Dry,87,26,1
United States of America,Washington,True,Varietal,Rosé,Bone-Dry,91,50,1
South Africa,Coastal Region,False,Varietal,White,Bone-Dry,90,16,1
France,Alsace,False,Varietal,Rosé,Dry,89,30,1
Spain,Central Spain,False,Varietal,,Sweet,84,23,1
United States of America,Washington,True,Varietal,White,Sweet,89,10,1
Italy,Tuscany,True,Blend,Red,Dry,92,45,1
France,Loire Valley,False,Varietal,White,Dry,84,15,2
France,Bordeaux,True,Blend,Red,Dry,84,32,2
United States of America,California,True,Varietal,Red,Dry,91,175,1
France,Provence,False,Blend,Red,Bone-Dry,93,32,2
Argentina,Mendoza Province,True,Varietal,Red,Dry,93,75,1
United States of America,Washington,True,Blend,,Bone-Dry,92,36,1
United States of America,Virginia,False,Blend,,Bone-Dry,86,38,2
France,Burgundy,True,Varietal,White,Bone-Dry,84,28,3
United States of America,Washington,True,Varietal,Rosé,Bone-Dry,88,12,2
United States of America,New York,True,Varietal,Rosé,Off-Dry,85,15,1
United States of America,California,True,Varietal,Red,Dry,85,53,2
Chile,Maule Valley,False,Varietal,Red,Bone-Dry,81,12,1
Chile,Maule Valley,False,Varietal,,Bone-Dry,87,45,1
Argentina,Mendoza Province,True,Varietal,White,Bone-Dry,85,9,3
Italy,Southern Italy,False,Varietal,Red,Bone-Dry,90,41,1
Austria,Thermenregion,False,Varietal,Red,Bone-Dry,95,80,2
Portugal,Dão,False,Varietal,Red,Bone-Dry,89,13,2
France,Bordeaux,True,Blend,Red,Bone-Dry,90,50,9
South Africa,Western Cape,False,Blend,White,Sweet,87,35,1
France,Bordeaux,True,Blend,Red,Bone-Dry,88,48,1
France,Champagne,False,Sparkling,White,Bone-Dry,93,55,2
Italy,Sicily & Sardinia,False,Blend,Red,Bone-Dry,90,46,1
Chile,Colchagua Valley,False,Varietal,Rosé,Bone-Dry,83,12,1
Chile,Maipo Valley,False,Varietal,White,Bone-Dry,86,10,6
United States of America,Washington,True,Blend,Red,Bone-Dry,91,38,4
France,Beaujolais,False,Varietal,Red,Bone-Dry,88,24,5
United States of America,California,True,Varietal,Red,Bone-Dry,89,9,1
France,Bordeaux,True,Varietal,Rosé,Bone-Dry,88,16,5
Chile,Maipo Valley,False,Varietal,Red,Bone-Dry,86,8,1
Greece,Pangeon,False,Blend,Red,Dry,90,55,1
France,Bordeaux,True,Blend,Red,Bone-Dry,95,398,1
United States of America,California,True,Blend,Red,Bone-Dry,92,105,1
Italy,Tuscany,True,Blend,Red,Dry,87,20,1
Italy,Tuscany,True,Varietal,Red,Bone-Dry,87,47,1
United States of America,California,True,Varietal,Red,Sweet,93,75,8
United States of America,New York,True,Varietal,White,Off-Dry,89,18,4
Austria,Kamptal,False,Blend,White,Dry,88,25,1
Chile,Maipo Valley,False,Blend,Red,Dry,89,42,1
France,Southwest France,False,Blend,Red,Bone-Dry,88,25,2
Argentina,Mendoza Province,True,Blend,Red,Dry,87,15,1
South Africa,Durbanville,False,Varietal,White,Bone-Dry,87,15,1
Austria,Südsteiermark,False,Varietal,White,Dry,90,20,2
France,Loire Valley,False,Varietal,White,Dry,81,14,1
United States of America,Washington,True,Varietal,White,Dry,89,12,1
Spain,Catalonia,False,Varietal,White,Bone-Dry,88,15,1
South Africa,Swartland,False,Varietal,Red,Bone-Dry,87,19,2
Italy,Piedmont,True,Varietal,Red,Bone-Dry,85,80,1
South Africa,Stellenbosch,False,Varietal,Red,Bone-Dry,92,27,2
Italy,Northeastern Italy,False,Varietal,Red,Bone-Dry,89,26,1
Italy,Tuscany,True,Varietal,Red,Bone-Dry,96,73,1
France,Loire Valley,False,Varietal,White,Off-Dry,89,15,1
Austria,Thermenregion,False,Blend,White,Bone-Dry,92,24,2
France,Bordeaux,True,Varietal,Rosé,Bone-Dry,85,13,4
Spain,Catalonia,False,Varietal,Red,Bone-Dry,82,10,1
Portugal,Vinho Verde,False,Varietal,,Bone-Dry,88,23,1
Germany,Mosel,False,Varietal,White,Sweet,92,66,1
Argentina,Other,False,Varietal,Red,Bone-Dry,81,12,3
United States of America,Washington,True,Varietal,Red,Dry,87,30,8
United States of America,California,True,Varietal,Red,Bone-Dry,90,15,14
Austria,Niederösterreich,False,Varietal,White,Dry,92,50,1
Italy,Veneto,False,Varietal,White,Bone-Dry,88,23,1
France,Languedoc-Roussillon,False,Varietal,White,Sweet,91,80,1
United States of America,New York,True,Varietal,White,Off-Dry,87,15,9
New Zealand,Kumeu,False,Varietal,White,Bone-Dry,87,20,1
France,Rhône Valley,False,Blend,Rosé,Dry,88,13,1
Italy,Tuscany,True,Varietal,Red,Bone-Dry,82,6,1
United States of America,California,True,Varietal,Red,Sweet,86,69,3
Australia,Victoria,False,Varietal,Red,Bone-Dry,90,25,1
Italy,Tuscany,True,Varietal,Red,Bone-Dry,87,37,2
France,Burgundy,True,Varietal,Red,Dry,91,58,1
Australia,South Australia,False,Varietal,White,Sweet,85,13,1
Austria,Burgenland,False,Blend,White,Dry,88,57,1
France,Burgundy,True,Varietal,Red,Bone-Dry,89,49,1
Spain,Northern Spain,True,Blend,Red,Bone-Dry,91,75,1
United States of America,California,True,Varietal,Red,Dry,89,43,1
Portugal,Dão,False,Varietal,Red,Dry,90,16,1
France,Languedoc-Roussillon,False,Varietal,Red,Bone-Dry,84,7,1
Argentina,Mendoza Province,True,Varietal,White,Dry,86,12,1
Australia,South Australia,False,Blend,Red,Bone-Dry,84,28,1
United States of America,Oregon,True,Varietal,Red,Bone-Dry,90,39,4
Italy,Central Italy,False,Blend,Red,Bone-Dry,90,22,1
United States of America,California,True,Varietal,Red,Bone-Dry,88,72,5
United States of America,California,True,Varietal,Red,Dry,93,30,3
Spain,Levante,False,Blend,Red,Bone-Dry,91,24,1
Chile,Central Valley,False,Varietal,White,Sweet,81,10,1
Italy,Tuscany,True,Blend,White,Bone-Dry,86,32,1
Spain,Catalonia,False,Blend,Red,Bone-Dry,92,44,2
Austria,Österreichischer Sekt,False,Varietal,White,Dry,90,20,3
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,84,17,6
United States of America,Pennsylvania,False,Varietal,White,Bone-Dry,82,18,1
Spain,Catalonia,False,Blend,Red,Bone-Dry,88,40,1
Chile,Cachapoal Valley,False,Blend,Red,Bone-Dry,90,49,1
France,France Other,False,Varietal,Red,Bone-Dry,86,12,1
United States of America,Washington,True,Varietal,Red,Bone-Dry,86,20,14
Italy,Tuscany,True,Varietal,Red,Bone-Dry,92,27,2
Italy,Veneto,False,Varietal,White,Bone-Dry,84,29,1
Chile,Maipo Valley,False,Varietal,Red,Bone-Dry,84,9,2
France,Beaujolais,False,Blend,Red,Bone-Dry,89,30,1
Italy,Central Italy,False,Varietal,Red,Bone-Dry,84,13,1
France,Burgundy,True,Varietal,White,Bone-Dry,90,59,3
Italy,Northeastern Italy,False,Sparkling,White,Dry,90,29,1
France,Provence,False,Varietal,Rosé,Bone-Dry,91,32,1
Italy,Central Italy,False,Varietal,Red,Bone-Dry,90,20,2
France,Provence,False,Blend,Red,Bone-Dry,88,20,1
United States of America,California,True,Varietal,Red,Dry,96,95,1
Argentina,Mendoza Province,True,Blend,White,Bone-Dry,87,30,2
France,Rhône Valley,False,Varietal,Red,Bone-Dry,92,70,1
United States of America,Washington,True,Varietal,,Bone-Dry,87,40,2
France,Bordeaux,True,Varietal,Rosé,Dry,86,20,1
Chile,Colchagua Valley,False,Varietal,Rosé,Bone-Dry,80,12,1
Italy,Piedmont,True,Varietal,Red,Bone-Dry,89,13,2
Romania,Dealu Mare,False,Varietal,Red,Sweet,88,30,1
United States of America,California,True,Blend,Red,Sweet,85,15,5
United States of America,Arizona,False,Varietal,White,Bone-Dry,84,35,1
Germany,Mosel,False,Varietal,White,Dry,86,42,1
Italy,Sicily & Sardinia,False,Blend,Red,Bone-Dry,86,25,1
France,Bordeaux,True,Blend,Red,Bone-Dry,94,89,1
Portugal,Alentejano,False,Varietal,Red,Sweet,89,30,1
