country,province,top_ten,style,color,sweetness,points,price,count
Italy,Tuscany,True,Varietal,Red,Bone-Dry,85,65,1
Australia,Victoria,False,Sparkling,Rosé,Sweet,88,14,1
United States of America,New York,True,Blend,White,Bone-Dry,86,12,1
United States of America,California,True,Blend,Red,Dry,87,27,1
Greece,Peloponnese,False,Blend,Red,Bone-Dry,84,28,1
Portugal,Douro,False,Blend,Red,Bone-Dry,94,160,1
United States of America,Oregon,True,Varietal,Red,Bone-Dry,89,44,4
Italy,Piedmont,True,Varietal,Red,Bone-Dry,90,42,3
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,90,115,1
Austria,Burgenland,False,Varietal,Red,Bone-Dry,89,14,1
Chile,Casablanca Valley,False,Varietal,White,Bone-Dry,89,36,1
United States of America,California,True,Varietal,White,Dry,88,75,1
United States of America,Washington,True,Blend,Red,Bone-Dry,93,70,3
Spain,Central Spain,False,Varietal,White,Bone-Dry,83,11,2
United States of America,California,True,Varietal,Rosé,Dry,88,14,1
South Africa,Stellenbosch,False,Varietal,White,Off-Dry,87,14,2
Spain,Northern Spain,True,Blend,White,Bone-Dry,89,15,1
United States of America,California,True,Varietal,White,Bone-Dry,93,65,9
France,Loire Valley,False,Varietal,White,Off-Dry,93,45,2
Italy,Sicily & Sardinia,False,Varietal,,Sweet,89,25,1
Germany,Mosel,False,Varietal,White,Off-Dry,89,19,7
United States of America,California,True,Varietal,White,Sweet,83,10,8
Portugal,Tejo,False,Varietal,Red,Bone-Dry,91,40,1
Australia,Victoria,False,Blend,Rosé,Bone-Dry,89,22,2
Germany,Rheingau,False,Varietal,White,Sweet,90,250,1
France,Alsace,False,Varietal,White,Dry,94,40,5
Argentina,Mendoza Province,True,Varietal,Red,Dry,92,120,1
New Zealand,Marlborough,False,Varietal,Red,Bone-Dry,87,17,4
France,Rhône Valley,False,Varietal,Red,Bone-Dry,85,18,2
Italy,Southern Italy,False,Blend,Red,Bone-Dry,93,80,1
Italy,Lombardy,False,Sparkling,White,Bone-Dry,91,55,1
Italy,Sicily & Sardinia,False,Blend,Red,Bone-Dry,93,60,1
France,Loire Valley,False,Varietal,White,Dry,91,29,1
Germany,Rheingau,False,Varietal,White,Dry,89,20,2
United States of America,California,True,Blend,White,Bone-Dry,86,22,1
Spain,Levante,False,Varietal,,Dry,87,16,1
Austria,Wachau,False,Varietal,White,Dry,90,27,1
France,Burgundy,True,Varietal,Red,Dry,95,279,1
United States of America,California,True,Blend,Red,Dry,92,35,5
United States of America,Oregon,True,Varietal,Red,Sweet,87,36,2
United States of America,California,True,Varietal,White,Bone-Dry,92,42,13
Spain,Northern Spain,True,Blend,Red,Bone-Dry,83,10,6
Chile,Casablanca Valley,False,Varietal,White,Bone-Dry,85,19,1
Spain,Northern Spain,True,Blend,Red,Bone-Dry,91,143,1
France,Champagne,False,Sparkling,White,Bone-Dry,92,89,2
Spain,Levante,False,Blend,White,Dry,86,13,1
United States of America,California,True,Blend,Red,Bone-Dry,95,150,3
United States of America,Oregon,True,Varietal,White,Bone-Dry,89,50,1
Austria,Wachau,False,Varietal,White,Sweet,95,60,1
Bulgaria,Thracian Valley,False,Blend,Red,Bone-Dry,89,20,2
Spain,Catalonia,False,Varietal,White,Bone-Dry,88,65,2
Italy,Veneto,False,Varietal,White,Dry,86,12,1
Austria,Carnuntum,False,Blend,Red,Bone-Dry,91,17,3
Chile,Cachapoal Valley,False,Blend,Red,Bone-Dry,91,45,1
South Africa,Robertson,False,Varietal,Red,Sweet,89,30,2
Austria,Wachau,False,Varietal,White,Dry,89,16,2
Argentina,Mendoza Province,True,Blend,Red,Dry,89,120,1
Spain,Levante,False,Blend,Red,Sweet,86,140,1
Austria,Burgenland,False,Blend,Red,Dry,91,40,1
Chile,Colchagua Valley,False,Varietal,Red,Bone-Dry,90,50,2
Chile,Curicó Valley,False,Varietal,White,Sweet,86,15,1
United States of America,Washington,True,Varietal,White,Bone-Dry,85,26,1
Germany,Rheingau,False,Varietal,White,Dry,89,31,1
France,Burgundy,True,Varietal,Red,Bone-Dry,91,18,1
United States of America,California,True,Varietal,White,Bone-Dry,87,26,24
United States of America,Virginia,False,Blend,Red,Bone-Dry,87,40,2
Chile,Central Valley,False,Varietal,Red,Dry,86,12,1
Austria,Kamptal,False,Varietal,White,Dry,93,18,1
United States of America,California,True,Varietal,Red,Bone-Dry,94,64,5
Italy,Central Italy,False,Blend,Red,Bone-Dry,86,15,3
South Africa,Stellenbosch,False,Varietal,,Bone-Dry,87,15,1
Italy,Piedmont,True,Varietal,Red,Bone-Dry,88,20,17
France,Rhône Valley,False,Varietal,Red,Bone-Dry,89,32,1
United States of America,Washington,True,Blend,Red,Bone-Dry,85,49,1
South Africa,Stellenbosch,False,Blend,Red,Bone-Dry,87,8,2
Italy,Southern Italy,False,Varietal,Red,Bone-Dry,85,16,1
Australia,Australia Other,False,Sparkling,Rosé,Sweet,84,10,1
Italy,Tuscany,True,Varietal,Red,Bone-Dry,84,65,2
France,Bordeaux,True,Blend,Red,Bone-Dry,100,1500,2
France,Languedoc-Roussillon,False,Blend,White,Bone-Dry,87,20,1
Italy,Sicily & Sardinia,False,Varietal,White,Bone-Dry,88,16,4
France,Beaujolais,False,Varietal,Red,Bone-Dry,92,35,3
Italy,Veneto,False,Blend,Red,Dry,90,65,1
Australia,South Australia,False,Blend,Red,Bone-Dry,90,18,1
Germany,Pfalz,False,Varietal,White,Off-Dry,88,27,1
United States of America,Washington,True,Varietal,White,Sweet,90,13,1
France,Alsace,False,Varietal,White,Bone-Dry,92,44,1
United States of America,California,True,Varietal,White,Sweet,91,24,1
France,Southwest France,False,Blend,Red,Bone-Dry,86,15,6
United States of America,Washington,True,Varietal,White,Dry,84,24,1
Italy,Tuscany,True,Varietal,Red,Bone-Dry,94,30,1
Chile,Colchagua Costa,False,Varietal,Red,Bone-Dry,84,13,1
United States of America,California,True,Varietal,Red,Sweet,91,32,6
Australia,South Australia,False,Blend,Red,Dry,86,15,1
Italy,Piedmont,True,Varietal,Red,Dry,88,26,1
Chile,San Clemente,False,Varietal,Red,Bone-Dry,84,9,1
Argentina,Other,False,Varietal,White,Sweet,88,15,1
United States of America,California,True,Blend,Red,Sweet,87,49,2
France,Alsace,False,Varietal,White,Sweet,92,59,2
Portugal,Douro,False,Varietal,,Dry,87,40,2
Spain,Northern Spain,True,Varietal,,Sweet,83,15,1
France,France Other,False,Varietal,White,Bone-Dry,89,26,1
France,Alsace,False,Varietal,White,Sweet,94,72,2
United States of America,California,True,Varietal,Red,Sweet,99,125,1
United States of America,California,True,Varietal,Red,Bone-Dry,83,14,10
Spain,Northern Spain,True,Blend,Red,Bone-Dry,84,8,1
United States of America,New York,True,Varietal,White,Sweet,83,10,2
Portugal,Douro,False,Varietal,Red,Bone-Dry,97,250,1
Germany,Rheinhessen,False,Varietal,White,Dry,86,24,1
Italy,Piedmont,True,Varietal,White,Bone-Dry,86,18,1
Portugal,Península de Setúbal,False,Varietal,White,Very Sweet,85,9,1
France,Burgundy,True,Varietal,White,Sweet,94,95,1
United States of America,New York,True,Blend,White,Sweet,88,50,1
France,Southwest France,False,Blend,Red,Bone-Dry,91,16,2
United States of America,Washington,True,Varietal,White,Off-Dry,88,24,2
United States of America,Washington,True,Blend,Red,Bone-Dry,88,20,14
France,Rhône Valley,False,Blend,Red,Sweet,85,15,1
Chile,Maipo Valley,False,Blend,Red,Dry,90,22,1
United States of America,Virginia,False,Varietal,Red,Bone-Dry,87,29,1
United States of America,Oregon,True,Varietal,White,Sweet,94,60,1
United States of America,New York,True,Varietal,White,Bone-Dry,84,14,5
France,Provence,False,Varietal,Rosé,Bone-Dry,86,11,4
France,Champagne,False,Sparkling,White,Off-Dry,88,42,1
France,Languedoc-Roussillon,False,Varietal,Red,Sweet,90,14,1
France,Bordeaux,True,Blend,Red,Bone-Dry,89,21,4
United States of America,California,True,Varietal,Rosé,Bone-Dry,87,19,3
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,93,162,3
Austria,Burgenland,False,Varietal,White,Bone-Dry,94,46,1
United States of America,California,True,Varietal,Red,Bone-Dry,92,100,19
United States of America,New York,True,Sparkling,White,Bone-Dry,87,27,1
France,Beaujolais,False,Varietal,Red,Bone-Dry,85,24,1
Chile,Central Valley,False,Varietal,Red,Dry,88,13,1
France,Loire Valley,False,Varietal,White,Dry,86,20,10
Germany,Pfalz,False,Varietal,White,Dry,89,12,1
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,87,10,11
Austria,Wagram,False,Sparkling,Rosé,Off-Dry,93,39,1
United States of America,California,True,Blend,Red,Dry,86,50,2
United States of America,California,True,Varietal,Red,Dry,92,37,4
Germany,Rheinhessen,False,Varietal,White,Semi-Sweet,86,8,1
Austria,Austria,False,Varietal,White,Bone-Dry,85,21,1
France,Southwest France,False,Varietal,White,Dry,84,10,1
United States of America,New York,True,Varietal,Red,Sweet,87,25,3
United States of America,New York,True,Blend,Red,Sweet,85,30,1
France,Alsace,False,Varietal,White,Bone-Dry,87,25,2
Italy,Piedmont,True,Varietal,Red,Sweet,93,125,1
United States of America,California,True,Varietal,Red,Dry,89,26,11
United States of America,California,True,Varietal,White,Bone-Dry,91,49,4
France,Burgundy,True,Varietal,Red,Bone-Dry,86,22,2
Portugal,Douro,False,Varietal,Red,Bone-Dry,97,100,1
United States of America,California,True,Blend,Red,Bone-Dry,93,170,1
United States of America,California,True,Blend,,Bone-Dry,88,60,2
Hungary,Tokaj,False,Varietal,,Dry,92,46,1
Italy,Tuscany,True,Varietal,White,Bone-Dry,87,23,1
France,Burgundy,True,Blend,Red,Bone-Dry,85,20,1
United States of America,Washington,True,Varietal,Rosé,Bone-Dry,88,22,1
Italy,Central Italy,False,Blend,Red,Bone-Dry,89,55,1
France,Burgundy,True,Varietal,Red,Dry,90,56,2
Romania,Dealu Mare,False,Blend,Red,Bone-Dry,86,18,1
Greece,Drama,False,Varietal,,Bone-Dry,86,18,1
Italy,Veneto,False,Varietal,White,Bone-Dry,88,22,4
France,Alsace,False,Varietal,White,Sweet,93,30,3
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,90,50,3
Spain,Catalonia,False,Blend,Red,Dry,91,23,1
Italy,Tuscany,True,Blend,Red,Bone-Dry,90,210,2
Italy,Tuscany,True,Varietal,Red,Sweet,91,45,3
France,Burgundy,True,Varietal,Red,Bone-Dry,91,25,1
Chile,Colchagua Valley,False,Blend,Red,Bone-Dry,89,19,3
United States of America,California,True,Varietal,Red,Sweet,86,20,9
United States of America,Washington,True,Blend,Red,Bone-Dry,95,50,3
Portugal,Obidos,False,Varietal,Red,Bone-Dry,87,13,1
United States of America,Oregon,True,Varietal,Rosé,Dry,90,20,1
France,Burgundy,True,Sparkling,Rosé,Dry,88,25,2
Italy,Piedmont,True,Varietal,,Bone-Dry,87,25,2
Portugal,Alentejano,False,Varietal,White,Very Sweet,88,18,1
United States of America,New York,True,Varietal,White,Sweet,85,14,2
Portugal,Lisboa,False,Varietal,,Dry,90,39,1
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,93,50,2
United States of America,California,True,Varietal,Red,Bone-Dry,85,13,18
United States of America,California,True,Varietal,Red,Dry,86,39,2
Italy,Italy Other,False,Sparkling,White,Bone-Dry,90,35,1
United States of America,California,True,Varietal,White,Bone-Dry,90,34,8
France,Southwest France,False,Varietal,,Bone-Dry,86,15,1
United States of America,Oregon,True,Varietal,Red,Bone-Dry,85,25,11
United States of America,Washington,True,Blend,,Bone-Dry,92,35,1
United States of America,California,True,Varietal,White,Sweet,88,32,1
France,Rhône Valley,False,Varietal,Red,Bone-Dry,87,26,1
Italy,Tuscany,True,Blend,Red,Dry,88,40,2
Chile,Curicó Valley,False,Varietal,,Bone-Dry,83,10,1
United States of America,Oregon,True,Varietal,Red,Bone-Dry,84,9,1
South Africa,Stellenbosch,False,Varietal,White,Bone-Dry,85,14,2
Australia,Western Australia,False,Varietal,White,Off-Dry,91,65,1
United States of America,California,True,Sparkling,White,Off-Dry,84,12,1
Chile,San Antonio,False,Varietal,Red,Sweet,89,28,1
United States of America,Washington,True,Varietal,Red,Bone-Dry,85,23,2
Spain,Levante,False,Varietal,,Bone-Dry,90,38,2
United States of America,Washington,True,Varietal,Red,Bone-Dry,91,22,8
France,Rhône Valley,False,Blend,Red,Bone-Dry,90,55,2
South Africa,Stellenbosch,False,Varietal,Red,Bone-Dry,86,13,2
United States of America,California,True,Sparkling,White,Bone-Dry,88,40,1
France,Rhône Valley,False,Varietal,White,Dry,94,71,1
Italy,Sicily & Sardinia,False,Varietal,Red,Bone-Dry,94,80,1
Spain,Catalonia,False,Blend,Red,Bone-Dry,88,112,1
Austria,Wagram,False,Varietal,White,Dry,90,30,1
France,Bordeaux,True,Blend,Red,Bone-Dry,93,110,3
France,Alsace,False,Varietal,,Dry,91,24,1
Australia,South Australia,False,Varietal,White,Dry,90,40,1
United States of America,California,True,Blend,Red,Dry,94,125,3
Argentina,Mendoza Province,True,Varietal,Red,Sweet,82,8,1
United States of America,California,True,Varietal,,Dry,88,16,2
Italy,Sicily & Sardinia,False,Varietal,White,Bone-Dry,83,19,1
Portugal,Douro,False,Blend,Red,Bone-Dry,92,13,1
Germany,Nahe,False,Varietal,White,Dry,91,29,1
Austria,Wiener Gemischter Satz,False,Blend,White,Bone-Dry,91,23,1
Romania,Viile Timisului,False,Varietal,Red,Bone-Dry,85,7,2
United States of America,California,True,Varietal,Rosé,Dry,91,21,1
Chile,Casablanca Valley,False,Varietal,White,Bone-Dry,89,20,8
Austria,Wachau,False,Varietal,White,Dry,90,36,1
United States of America,California,True,Varietal,White,Dry,91,29,2
Chile,Loncomilla Valley,False,Blend,Red,Bone-Dry,83,15,1
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,88,49,1
France,Champagne,False,Sparkling,White,Dry,90,66,1
France,Loire Valley,False,Varietal,,Bone-Dry,85,17,1
United States of America,Oregon,True,Varietal,White,Bone-Dry,90,45,4
Italy,Veneto,False,Sparkling,White,Off-Dry,86,15,1
United States of America,California,True,Varietal,Red,Dry,86,36,12
United States of America,California,True,Blend,White,Dry,90,22,3
Italy,Tuscany,True,Blend,Red,Sweet,87,12,1
Italy,Piedmont,True,Varietal,White,Bone-Dry,89,32,1
Austria,Wagram,False,Varietal,Red,Bone-Dry,96,50,1
Italy,Lombardy,False,Varietal,Rosé,Bone-Dry,92,46,1
Australia,South Australia,False,Varietal,White,Bone-Dry,91,26,1
Spain,Catalonia,False,Varietal,Rosé,Bone-Dry,84,16,1
Spain,Galicia,False,Varietal,White,Bone-Dry,85,20,2
Italy,Piedmont,True,Varietal,Red,Bone-Dry,87,37,1
United States of America,California,True,Blend,White,Bone-Dry,93,32,1
Greece,Cephalonia,False,Varietal,,Bone-Dry,90,18,1
Portugal,Dão,False,Blend,Red,Bone-Dry,92,16,2
United States of America,California,True,Blend,Red,Dry,89,12,2
Germany,Mosel,False,Varietal,White,Sweet,91,19,1
Italy,Piedmont,True,Varietal,Red,Bone-Dry,97,82,2
Italy,Sicily & Sardinia,False,Varietal,,Bone-Dry,91,160,1
Portugal,Lisboa,False,Varietal,,Bone-Dry,90,11,1
United States of America,California,True,Varietal,White,Dry,95,30,2
Portugal,Lisboa,False,Varietal,Rosé,Bone-Dry,87,9,1
United States of America,California,True,Blend,Red,Dry,92,45,5
United States of America,Michigan,False,Varietal,,Bone-Dry,88,20,1
Spain,Catalonia,False,Sparkling,Rosé,Dry,87,18,3
France,Burgundy,True,Varietal,Red,Bone-Dry,90,55,4
United States of America,Washington,True,Varietal,Red,Dry,87,46,1
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,85,9,7
Spain,Northern Spain,True,Varietal,Red,Dry,86,20,2
Argentina,Mendoza Province,True,Varietal,Red,Bone-Dry,90,29,1
Portugal,Douro,False,Varietal,White,Very Sweet,86,12,3
United States of America,California,True,Blend,Red,Sweet,94,55,1
Australia,South Australia,False,Blend,White,Bone-Dry,88,21,1
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,84,20,6
Chile,Leyda Valley,False,Varietal,Red,Bone-Dry,84,15,1
Germany,Mosel,False,Varietal,White,Off-Dry,91,23,6
United States of America,California,True,Varietal,White,Off-Dry,87,30,1
France,Loire Valley,False,Varietal,White,Dry,91,37,1
Portugal,Port,False,Varietal,Red,Sweet,88,19,1
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,93,48,1
France,Burgundy,True,Varietal,Red,Bone-Dry,95,180,1
United States of America,Washington,True,Varietal,White,Sweet,82,25,1
France,Burgundy,True,Varietal,White,Bone-Dry,90,117,1
France,Beaujolais,False,Varietal,Red,Bone-Dry,90,14,2
France,Provence,False,Varietal,Rosé,Bone-Dry,83,12,1
France,Southwest France,False,Varietal,,Bone-Dry,95,25,1
Greece,Peloponnese,False,Varietal,White,Bone-Dry,88,40,1
Austria,Burgenland,False,Varietal,Red,Bone-Dry,92,22,1
United States of America,Washington,True,Varietal,Red,Sweet,87,32,1
United States of America,California,True,Varietal,Red,Sweet,91,24,1
Spain,Northern Spain,True,Varietal,Red,Sweet,94,174,1
United States of America,Washington,True,Blend,Red,Bone-Dry,84,10,1
Argentina,Mendoza Province,True,Varietal,Red,Bone-Dry,84,17,9
France,Languedoc-Roussillon,False,Blend,Red,Bone-Dry,88,22,1
United States of America,California,True,Varietal,Red,Dry,86,30,38
United States of America,Washington,True,Varietal,White,Sweet,86,19,1
Australia,Western Australia,False,Varietal,White,Bone-Dry,90,79,2
Italy,Piedmont,True,Varietal,Red,Bone-Dry,86,25,5
France,Rhône Valley,False,Blend,Red,Bone-Dry,92,26,1
Italy,Southern Italy,False,Varietal,Red,Bone-Dry,90,60,2
United States of America,New York,True,Varietal,Red,Dry,80,19,1
Chile,Limarí Valley,False,Varietal,White,Dry,88,11,1
United States of America,Oregon,True,Varietal,Red,Bone-Dry,88,36,11
Italy,Southern Italy,False,Varietal,White,Bone-Dry,87,30,1
United States of America,Virginia,False,Varietal,Red,Dry,85,22,2
United States of America,California,True,Blend,Red,Dry,88,29,1
United States of America,New York,True,Blend,White,Bone-Dry,86,10,1
New Zealand,Nelson,False,Varietal,White,Dry,85,18,1
France,Alsace,False,Varietal,White,Dry,90,22,5
Portugal,Duriense,False,Varietal,,Dry,92,30,1
Spain,Central Spain,False,Blend,Red,Bone-Dry,86,14,1
France,Beaujolais,False,Varietal,Red,Bone-Dry,93,25,2
United States of America,California,True,Varietal,White,Bone-Dry,87,16,37
United States of America,Washington,True,Varietal,,Bone-Dry,88,29,1
Spain,Northern Spain,True,Varietal,,Bone-Dry,92,25,9
United States of America,California,True,Varietal,White,Bone-Dry,92,29,3
Germany,Rheingau,False,Varietal,White,Sweet,95,182,2
Italy,Italy Other,False,Varietal,White,Off-Dry,86,25,1
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,92,120,2
Italy,Southern Italy,False,Varietal,,Bone-Dry,88,40,2
United States of America,Oregon,True,Varietal,Red,Bone-Dry,95,48,1
Italy,Veneto,False,Varietal,White,Bone-Dry,88,21,1
United States of America,California,True,Blend,Red,Sweet,89,18,1
United States of America,California,True,Varietal,Red,Sweet,91,48,2
France,Alsace,False,Varietal,White,Bone-Dry,90,24,2
Italy,Northeastern Italy,False,Varietal,White,Off-Dry,87,35,1
France,Bordeaux,True,Blend,Red,Bone-Dry,89,32,3
Australia,New South Wales,False,Varietal,Red,Sweet,86,13,1
United States of America,California,True,Varietal,Red,Dry,89,29,4
United States of America,New York,True,Varietal,White,Off-Dry,89,17,2
Chile,Maipo Valley,False,Varietal,Red,Sweet,86,8,1
Spain,Galicia,False,Varietal,White,Bone-Dry,90,31,1
Portugal,Bairrada,False,Varietal,Red,Bone-Dry,90,44,1
Italy,Northeastern Italy,False,Varietal,,Dry,88,28,2
France,Southwest France,False,Varietal,Red,Bone-Dry,87,15,6
United States of America,Washington,True,Varietal,White,Bone-Dry,85,20,8
United States of America,California,True,Varietal,Red,Bone-Dry,96,88,1
United States of America,California,True,Blend,White,Sweet,80,25,1
Spain,Levante,False,Varietal,,Sweet,91,30,1
United States of America,California,True,Varietal,Red,Bone-Dry,88,53,3
Australia,South Australia,False,Varietal,Red,Bone-Dry,90,16,1
United States of America,Washington,True,Blend,Red,Dry,84,21,1
Chile,Colchagua Valley,False,Varietal,Red,Dry,88,12,1
South Africa,Coastal Region,False,Varietal,Red,Bone-Dry,86,15,1
United States of America,California,True,Varietal,Red,Bone-Dry,84,45,12
United States of America,California,True,Blend,Red,Sweet,89,70,1
United States of America,Oregon,True,Blend,Rosé,Off-Dry,84,21,1
United States of America,California,True,Varietal,White,Bone-Dry,91,37,3
United States of America,California,True,Varietal,Red,Dry,92,38,8
France,Provence,False,Varietal,Rosé,Bone-Dry,87,22,3
Chile,Leyda Valley,False,Varietal,White,Bone-Dry,84,21,1
Spain,Levante,False,Blend,Red,Bone-Dry,90,15,2
Argentina,Other,False,Varietal,Red,Sweet,86,17,1
United States of America,California,True,Varietal,Red,Dry,80,12,1
Chile,Leyda Valley,False,Varietal,,Bone-Dry,87,22,1
Italy,Veneto,False,Blend,White,Bone-Dry,90,44,2
United States of America,California,True,Blend,Red,Bone-Dry,92,160,1
Italy,Lombardy,False,Varietal,White,Bone-Dry,91,25,1
Spain,Catalonia,False,Sparkling,White,Bone-Dry,87,16,2
France,Loire Valley,False,Varietal,White,Dry,85,19,2
United States of America,California,True,Blend,White,Off-Dry,82,10,1
France,Champagne,False,Sparkling,White,Dry,89,50,10
Italy,Veneto,False,Blend,Red,Dry,86,52,1
Portugal,Douro,False,Varietal,Red,Bone-Dry,90,48,1
France,Provence,False,Varietal,Rosé,Bone-Dry,89,70,1
Germany,Mosel,False,Varietal,White,Sweet,91,54,3
United States of America,Washington,True,Varietal,Red,Bone-Dry,86,40,9
United States of America,Oregon,True,Blend,Red,Dry,85,25,1
South Africa,Western Cape,False,Varietal,Red,Sweet,90,26,1
France,Burgundy,True,Varietal,White,Bone-Dry,91,73,1
United States of America,Washington,True,Varietal,White,Off-Dry,87,16,3
United States of America,Oregon,True,Blend,Red,Bone-Dry,92,35,2
Austria,Steiermark,False,Blend,White,Bone-Dry,85,12,2
France,Southwest France,False,Varietal,Red,Bone-Dry,90,55,1
Italy,Piedmont,True,Varietal,Red,Bone-Dry,88,100,2
Austria,Niederösterreich,False,Blend,White,Bone-Dry,89,21,1
France,Provence,False,Varietal,Rosé,Dry,89,23,1
United States of America,California,True,Varietal,White,Bone-Dry,85,13,12
United States of America,Washington,True,Sparkling,White,Off-Dry,85,14,1
United States of America,California,True,Blend,Red,Dry,84,22,2
United States of America,California,True,Varietal,,Sweet,83,38,1
Italy,Tuscany,True,Blend,Red,Bone-Dry,91,27,1
France,Provence,False,Varietal,Rosé,Bone-Dry,90,30,4
France,Loire Valley,False,Varietal,White,Off-Dry,86,17,2
Chile,Central Valley,False,Blend,Red,Bone-Dry,87,27,1
United States of America,Washington,True,Blend,Red,Bone-Dry,91,58,1
Argentina,Mendoza Province,True,Varietal,,Dry,88,20,1
Spain,Northern Spain,True,Blend,White,Semi-Sweet,86,12,1
Spain,Northern Spain,True,Varietal,Red,Sweet,84,13,3
Italy,Central Italy,False,Varietal,,Dry,90,28,1
Italy,Northeastern Italy,False,Varietal,White,Bone-Dry,82,23,1
Argentina,Mendoza Province,True,Varietal,Red,Bone-Dry,92,39,2
Italy,Northeastern Italy,False,Varietal,,Sweet,92,55,1
United States of America,Washington,True,Varietal,Red,Sweet,90,35,3
Austria,Kremstal,False,Varietal,White,Bone-Dry,91,84,1
Italy,Southern Italy,False,Varietal,Red,Bone-Dry,96,105,1
Italy,Sicily & Sardinia,False,Varietal,Red,Bone-Dry,86,15,2
France,Burgundy,True,Varietal,Red,Bone-Dry,97,468,1
Italy,Veneto,False,Blend,White,Bone-Dry,88,25,1
France,Burgundy,True,Varietal,Red,Dry,87,60,2
Italy,Tuscany,True,Varietal,Red,Bone-Dry,94,110,2
United States of America,California,True,Sparkling,White,Dry,87,19,1
France,Bordeaux,True,Blend,White,Bone-Dry,88,12,13
Italy,Tuscany,True,Blend,Red,Sweet,96,27,1
United States of America,Virginia,False,Varietal,Red,Dry,86,18,1
United States of America,California,True,Varietal,White,Dry,82,11,1
Portugal,Vinho Verde,False,Varietal,Rosé,Off-Dry,84,10,1
United States of America,California,True,Varietal,White,Off-Dry,85,35,1
United States of America,California,True,Blend,Red,Sweet,93,36,1
Italy,Lombardy,False,Sparkling,White,Bone-Dry,88,35,2
United States of America,Washington,True,Blend,Red,Bone-Dry,93,95,4
Italy,Veneto,False,Varietal,,Bone-Dry,88,15,4
Italy,Piedmont,True,Varietal,Red,Bone-Dry,90,97,1
Austria,Wachau,False,Varietal,White,Bone-Dry,92,49,1
Chile,Curicó Valley,False,Varietal,Red,Dry,87,12,2
Argentina,Mendoza Province,True,Varietal,Red,Sweet,81,15,3
France,Alsace,False,Sparkling,White,Off-Dry,87,22,1
France,Southwest France,False,Varietal,Red,Bone-Dry,91,35,1
Portugal,Alentejano,False,Blend,Red,Bone-Dry,88,26,1
Portugal,Vinho Verde,False,Varietal,,Dry,87,17,1
Canada,British Columbia,False,Varietal,Red,Bone-Dry,88,40,1
United States of America,Washington,True,Varietal,Rosé,Dry,89,16,1
United States of America,California,True,Blend,White,Bone-Dry,89,18,3
United States of America,California,True,Blend,Red,Bone-Dry,90,350,1
Germany,Franken,False,Varietal,,Dry,87,16,2
Spain,Central Spain,False,Varietal,Red,Bone-Dry,87,12,3
United States of America,Washington,True,Blend,Red,Bone-Dry,89,50,6
South Africa,Wellington,False,Blend,White,Off-Dry,88,17,1
Italy,Central Italy,False,Sparkling,Red,Bone-Dry,87,16,2
United States of America,California,True,Varietal,,Dry,92,24,1
Italy,Sicily & Sardinia,False,Varietal,Red,Dry,84,30,1
United States of America,Washington,True,Varietal,White,Dry,87,15,3
France,Burgundy,True,Varietal,White,Bone-Dry,83,18,1
Spain,Andalucia,False,Varietal,,Sweet,88,19,1
Italy,Italy Other,False,Sparkling,White,Bone-Dry,89,40,1
Greece,Naoussa,False,Varietal,Red,Bone-Dry,89,15,1
Argentina,Mendoza Province,True,Blend,Red,Sweet,90,30,1
Portugal,Bairrada,False,Varietal,,Dry,91,60,1
Germany,Mosel-Saar-Ruwer,False,Varietal,Red,Sweet,90,16,2
Italy,Italy Other,False,Varietal,,Bone-Dry,92,22,1
Portugal,Alentejano,False,Varietal,Red,Bone-Dry,90,45,2
United States of America,California,True,Blend,Red,Dry,83,20,1
Portugal,Douro,False,Varietal,White,Very Sweet,88,15,11
Germany,Pfalz,False,Varietal,White,Dry,88,20,3
Italy,Southern Italy,False,Varietal,,Bone-Dry,85,11,3
Germany,Rheinhessen,False,Varietal,White,Dry,91,22,1
United States of America,California,True,Varietal,Red,Bone-Dry,88,38,44
Spain,Levante,False,Varietal,,Bone-Dry,86,13,2
Spain,Andalucia,False,Varietal,,Off-Dry,90,15,2
United States of America,California,True,Varietal,Rosé,Dry,87,15,3
Spain,Northern Spain,True,Blend,Red,Bone-Dry,90,16,2
Italy,Southern Italy,False,Varietal,Red,Bone-Dry,86,9,1
Australia,Western Australia,False,Varietal,Red,Bone-Dry,89,16,2
France,Loire Valley,False,Varietal,White,Bone-Dry,85,12,3
Argentina,Mendoza Province,True,Varietal,Red,Sweet,87,12,4
Portugal,Douro,False,Blend,Red,Bone-Dry,94,100,1
Austria,Kremstal,False,Varietal,White,Bone-Dry,94,51,1
Australia,Western Australia,False,Blend,Rosé,Bone-Dry,88,20,1
Portugal,Península de Setúbal,False,Varietal,Red,Bone-Dry,90,35,2
Argentina,Other,False,Sparkling,White,Bone-Dry,84,8,1
Germany,Franken,False,Varietal,White,Bone-Dry,84,20,1
United States of America,California,True,Blend,Red,Dry,85,75,3
